0,0,5,5,81,81,81,81,81,81,81,4,0,1
0,1,2,2,22,22,22,22,2,2,2,6,1,1
0,1,2,2,22,22,22,22,22,2,2,3,1,1
0,0,6,6,17,17,17,86,17,17,17,6,0,1
0,0,6,6,17,17,17,17,17,17,17,6,0,1
0,1,3,3,17,17,17,17,17,17,17,6,1,1
0,0,6,0,34,17,17,17,17,17,17,6,1,1
225,1,3,3,87,2,19,23,21,10,23,4,0,1
300,1,3,3,88,26,27,28,25,30,26,4,0,1
300,1,3,3,89,31,32,33,34,24,33,4,0,1
375,1,3,3,90,35,36,37,38,39,36,4,0,1
0,0,6,6,4,4,4,4,4,4,4,1,0,1
0,0,6,6,4,4,4,4,4,4,4,4,0,1
0,0,6,6,19,19,19,19,25,19,19,3,0,1
0,0,4,4,26,26,28,28,0,0,0,5,0,1
0,0,3,3,26,26,26,28,0,0,0,5,0,1
0,0,3,3,28,34,34,28,0,0,0,5,0,1
0,0,6,6,34,34,34,34,34,34,0,6,0,1
0,0,4,4,34,34,34,34,0,0,0,6,0,1
0,0,4,4,34,34,17,17,0,0,0,6,0,1
0,0,4,4,75,75,75,75,0,0,0,4,0,1
0,0,6,6,78,78,78,78,91,78,0,1,0,1
0,0,6,6,21,21,21,21,21,21,0,6,0,1
0,1,1,3,21,21,21,21,21,21,21,6,1,1
0,0,5,5,43,43,43,43,43,43,43,6,0,1
0,0,5,5,43,43,43,43,43,43,43,6,0,1
450,1,3,3,92,40,41,42,43,44,41,4,0,1
525,1,3,3,93,45,46,47,48,49,46,4,0,1
600,1,3,3,94,50,51,52,53,54,51,4,0,1
700,1,3,3,95,55,56,57,58,59,55,4,0,1
0,0,6,6,2,2,2,2,2,2,2,1,0,1
0,0,6,6,24,24,24,24,24,24,24,1,0,1
0,0,6,6,44,44,44,44,44,44,44,1,0,1
0,0,6,6,58,58,58,58,58,58,58,1,0,1
0,1,2,4,68,68,68,68,68,68,72,6,1,1
0,1,3,3,61,61,61,77,77,77,77,6,1,1
0,1,2,4,72,72,72,72,72,68,68,6,1,1
0,0,6,6,77,77,77,77,77,77,77,6,0,1
0,0,6,6,61,77,61,77,61,77,77,6,0,1
0,0,6,6,32,32,32,32,32,32,32,5,0,1
0,0,6,6,22,22,22,22,22,22,22,3,0,1
0,0,6,6,53,53,53,53,53,53,53,6,0,1
0,0,6,6,13,13,13,13,13,13,13,0,0,1
0,0,6,6,13,13,13,11,11,11,11,0,0,1
0,0,6,6,1,1,1,1,1,1,1,4,0,1
0,1,2,1,61,61,61,61,61,61,61,3,1,1
0,0,5,5,42,42,42,42,42,42,42,4,0,1
0,1,4,2,24,24,24,24,24,24,24,4,1,1
0,1,4,2,46,46,46,46,46,46,46,4,1,1
0,1,4,2,40,40,40,40,40,40,40,6,1,1
0,0,6,6,40,40,40,40,40,50,50,6,0,1
0,0,6,6,46,46,46,46,46,62,62,4,0,1
0,0,6,6,24,24,46,46,46,46,46,4,0,1
0,0,5,5,26,26,26,26,26,26,26,1,0,1
0,1,2,3,26,26,26,26,26,26,26,1,1,1
0,1,1,2,37,37,37,37,37,37,37,6,1,1
0,1,2,2,36,36,36,36,36,36,36,6,1,1
0,0,6,6,36,36,36,36,36,36,36,6,0,1
0,0,5,5,51,51,51,51,51,51,51,1,0,1
0,0,6,6,51,51,51,51,52,51,51,1,0,1
0,0,6,6,6,6,6,6,6,6,6,1,1,1
0,0,5,5,20,20,20,20,20,20,20,1,0,1
0,0,6,6,20,20,20,20,19,20,20,1,0,1
0,1,3,3,20,20,19,19,19,19,19,1,0,1
0,1,2,3,26,26,26,19,19,19,19,1,1,1
0,0,6,6,27,27,27,27,10,27,27,1,0,1
0,0,4,4,19,19,26,26,19,19,19,1,0,1
0,0,6,6,58,58,58,58,63,58,58,2,0,1
0,1,2,4,58,58,58,58,58,58,58,2,1,1
0,1,3,3,57,57,57,57,57,57,57,6,1,1
0,1,4,2,45,45,45,45,45,45,45,1,1,1
0,1,3,3,35,35,35,35,44,44,44,1,1,1
0,0,6,6,59,59,59,59,59,59,59,6,0,1
800,1,3,3,96,60,61,62,63,64,61,4,0,1
905,1,3,3,97,65,66,67,68,69,66,4,0,1
1000,1,3,3,98,70,71,72,73,74,71,4,0,1
1100,1,3,3,99,75,76,77,78,79,75,4,0,1
0,1,3,3,73,73,73,74,74,71,71,6,1,1
0,0,6,6,48,48,48,47,47,47,47,0,0,1
0,0,5,5,69,69,69,67,67,67,67,6,1,1
0,1,2,4,69,69,69,69,69,69,69,6,1,1
0,1,4,2,8,8,8,8,8,8,8,4,1,1
0,1,1,3,60,60,60,60,61,61,61,6,1,1
0,0,6,6,6,6,6,6,6,6,6,0,0,1
0,0,4,4,6,6,6,7,6,6,6,0,0,1
